Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
340,技マシン,わざマシン１３,わざマシン１３,item_289,item_295,003000,0,0,058　れいとうビーム：こおり,0,0,0,ー,0,れいきの　ビームを　はっしゃして,こうげきする。　あいてを　こおりの,じょうたいに　することが　ある。,れいきの　ビームを　はっしゃして,こうげきする。　あいてを　こおりの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
341,技マシン,わざマシン１４,わざマシン１４,item_289,item_295,005500,0,0,059　ふぶき：こおり,0,0,0,ー,0,はげしい　ふぶきを　ぶつけて,こうげきする。　あいてを　こおりの,じょうたいに　することが　ある。,はげしい　ふぶきを　ぶつけて,こうげきする。　あいてを　こおりの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
342,技マシン,わざマシン１５,わざマシン１５,item_289,item_293,007500,0,0,063　はかいこうせん：ノーマル,0,0,0,ー,0,つよい　こうせんを　はっしゃする。,つかった　つぎのターンは　はんどうで,うごけなくなる。,つよい　こうせんを　はっしゃする。,つかった　つぎのターンは　はんどうで,うごけなくなる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
343,技マシン,わざマシン１６,わざマシン１６,item_289,item_292,002000,0,0,113　ひかりのかべ：エスパー,0,0,0,ー,0,５ターンの　あいだ　ふしぎな　かべで,あいてから　うける　とくしゅわざの,ダメージを　よわめる。,５ターンの　あいだ　ふしぎな　かべで,あいてから　うける　とくしゅわざの,ダメージを　よわめる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
344,技マシン,わざマシン１７,わざマシン１７,item_289,item_293,002000,0,0,182　まもる：ノーマル,0,0,0,ー,0,こうげきを　まったく　うけない。,わざを　れんぞくで　だすと　しっぱい,しやすくなる。,こうげきを　まったく　うけない。,わざを　れんぞくで　だすと　しっぱい,しやすくなる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
345,技マシン,わざマシン１８,わざマシン１８,item_289,item_291,002000,0,0,240　あまごい：みず,0,0,0,ー,0,５ターンの　あいだ　あめを　ふらして,みずタイプの　わざの　いりょくを,あげる。,５ターンの　あいだ　あめを　ふらして,みずタイプの　わざの　いりょくを,あげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
346,技マシン,わざマシン１９,わざマシン１９,item_289,item_297,003000,0,0,202　ギガドレイン：くさ,0,0,0,ー,0,ようぶんを　すいとり　こうげきする。,あたえた　ダメージの　はんぶんの,ＨＰを　かいふく　できる。,ようぶんを　すいとり　こうげきする。,あたえた　ダメージの　はんぶんの,ＨＰを　かいふく　できる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,タマムシジム：エリカに勝利で入手
347,技マシン,わざマシン２０,わざマシン２０,item_289,item_293,002000,0,0,219　しんぴのまもり：ノーマル,0,0,0,ー,0,ふしぎな　ちからに　まもられて,どく　まひ　やけど　ねむりなどの,じょうたい　いじょうに　ならない。,ふしぎな　ちからに　まもられて,どく　まひ　やけど　ねむりなどの,じょうたい　いじょうに　ならない。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
348,技マシン,わざマシン２１,わざマシン２１,item_289,item_293,001000,0,0,218　やつあたり：ノーマル,0,0,0,ー,0,ふまんを　はらすために　ぜんりょくで,こうげきする。　なついて　いないほど,いりょくは　あがる。,ふまんを　はらすために　ぜんりょくで,こうげきする。　なついて　いないほど,いりょくは　あがる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,コガネデパート５Ｆ：なつき度49以下で入手
349,技マシン,わざマシン２２,わざマシン２２,item_289,item_297,003000,0,0,076　ソーラービーム：くさ,0,0,0,ー,0,１ターンめに　ひかりを　あつめて,２ターンめに　ひかりの　こうせんを,はっしゃして　こうげきする。,１ターンめに　ひかりを　あつめて,２ターンめに　ひかりの　こうせんを,はっしゃして　こうげきする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27番道路で拾う
350,技マシン,わざマシン２３,わざマシン２３,item_289,item_311,003000,0,0,231　アイアンテール：はがね,0,0,0,ー,0,かたいシッポで　こうげきする。,ダメージを　あたえた　あいての,ぼうぎょを　さげることが　ある。,かたいシッポで　こうげきする。,ダメージを　あたえた　あいての,ぼうぎょを　さげることが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,アサギジム：ミカンに勝利で入手
351,技マシン,わざマシン２４,わざマシン２４,item_289,item_312,003000,0,0,085　１０まんボルト：でんき,0,0,0,ー,0,つよい　でんげきを　あびせて,こうげきする。　あいてを　まひの,じょうたいに　することが　ある。,つよい　でんげきを　あびせて,こうげきする。　あいてを　まひの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
352,技マシン,わざマシン２５,わざマシン２５,item_289,item_312,005500,0,0,087　かみなり：でんき,0,0,0,ー,0,はげしい　かみなりを　おとして,こうげきする。　あいてを　まひの,じょうたいに　することが　ある。,はげしい　かみなりを　おとして,こうげきする。　あいてを　まひの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
353,技マシン,わざマシン２６,わざマシン２６,item_289,item_314,003000,0,0,089　じしん：じめん,0,0,0,ー,0,たたかっている　ポケモン　すべてに,じしんの　しょうげきを　あたえて,こうげきする。,たたかっている　ポケモン　すべてに,じしんの　しょうげきを　あたえて,こうげきする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,チャンピオンロード２Ｆで拾う
354,技マシン,わざマシン２７,わざマシン２７,item_289,item_293,001000,0,0,216　おんがえし：ノーマル,0,0,0,ー,0,トレーナーのために　ぜんりょくで,こうげきする。　なついて　いるほど,いりょくは　あがる。,トレーナーのために　ぜんりょくで,こうげきする。　なついて　いるほど,いりょくは　あがる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,コガネデパート５Ｆ：なつき度150以上で入手
355,技マシン,わざマシン２８,わざマシン２８,item_289,item_314,002000,0,0,091　あなをほる：じめん,0,0,0,ー,0,１ターンめに　もぐり　２ターンめで,こうげきする。　どうくつで　つかうと,そとに　だっしゅつ　できる。,１ターンめに　もぐり　２ターンめで,こうげきする。　どうくつで　つかうと,そとに　だっしゅつ　できる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,自然公園で拾う。
356,技マシン,わざマシン２９,わざマシン２９,item_289,item_292,003000,0,0,094　サイコキネシス：エスパー,0,0,0,ー,0,つよい　ねんりきを　おくって,こうげきする。　あいての　とくぼうを,さげることが　ある。,つよい　ねんりきを　おくって,こうげきする。　あいての　とくぼうを,さげることが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ヤマブキの民家：エスパーおやじから入手
357,技マシン,わざマシン３０,わざマシン３０,item_289,item_318,003000,0,0,247　シャドーボール：ゴースト,0,0,0,ー,0,くろいかげの　かたまりを　なげて,こうげきする。　あいての　とくぼうを,さげることが　ある。,くろいかげの　かたまりを　なげて,こうげきする。　あいての　とくぼうを,さげることが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,エンジュジム：マツバに勝利で入手
358,技マシン,わざマシン３１,わざマシン３１,item_289,item_289,003000,0,0,280　かわらわり：かくとう,0,0,0,ー,0,こぶしなどで　こうげきする。,ひかりのかべや　リフレクターも,はかいできる。,こぶしなどで　こうげきする。,ひかりのかべや　リフレクターも,はかいできる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
359,技マシン,わざマシン３２,わざマシン３２,item_289,item_293,001000,0,0,104　かげぶんしん：ノーマル,0,0,0,ー,0,すばやい　うごきで　ぶんしんを,つくる。　あいてを　まどわせることで,かいひりつを　あげる。,すばやい　うごきで　ぶんしんを,つくる。　あいてを　まどわせることで,かいひりつを　あげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
360,技マシン,わざマシン３３,わざマシン３３,item_289,item_292,002000,0,0,115　リフレクター：エスパー,0,0,0,ー,0,５ターンの　あいだ　ふしぎな　かべで,あいてから　うける　ぶつりわざの,ダメージを　よわめる。,５ターンの　あいだ　ふしぎな　かべで,あいてから　うける　ぶつりわざの,ダメージを　よわめる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
361,技マシン,わざマシン３４,わざマシン３４,item_289,item_312,003000,0,0,351　でんげきは：でんき,0,0,0,ー,0,でんげきを　すばやく　あびせて,こうげきする。　こうげきは　かならず,めいちゅうする。,でんげきを　すばやく　あびせて,こうげきする。　こうげきは　かならず,めいちゅうする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
362,技マシン,わざマシン３５,わざマシン３５,item_289,item_299,003000,0,0,053　かえんほうしゃ：ほのお,0,0,0,ー,0,はげしい　ほのおを　はっしゃして,こうげきする。　あいてを　やけどの,じょうたいに　することが　ある。,はげしい　ほのおを　はっしゃして,こうげきする。　あいてを　やけどの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
363,技マシン,わざマシン３６,わざマシン３６,item_289,item_294,003000,0,0,188　ヘドロばくだん：どく,0,0,0,ー,0,きたない　ヘドロを　なげつける。,あいてを　どくの　じょうたいに,することが　ある。,きたない　ヘドロを　なげつける。,あいてを　どくの　じょうたいに,することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43番道路ゲートで入手（アジト壊滅後）
364,技マシン,わざマシン３７,わざマシン３７,item_289,item_325,002000,0,0,201　すなあらし：いわ,0,0,0,ー,0,５ターンの　あいだ　すなあらしで,じめん　いわ　はがね　タイプいがいに,ダメージを　あたえる。,５ターンの　あいだ　すなあらしで,じめん　いわ　はがね　タイプいがいに,ダメージを　あたえる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27番道路の小屋：おばあさんから入手
365,技マシン,わざマシン３８,わざマシン３８,item_289,item_299,005500,0,0,126　だいもんじ：ほのお,0,0,0,ー,0,だいのじの　ほのおで　すべてを,やきつくす。　あいてを　やけどの,じょうたいに　することが　ある。,だいのじの　ほのおで　すべてを,やきつくす。　あいてを　やけどの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
366,技マシン,わざマシン３９,わざマシン３９,item_289,item_325,002000,0,0,317　がんせきふうじ：いわ,0,0,0,ー,0,いわを　なげつけ　こうげきする。,おちた　いわが　うごきを　ふうじて,あいての　すばやさを　さげる。,いわを　なげつけ　こうげきする。,おちた　いわが　うごきを　ふうじて,あいての　すばやさを　さげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
367,技マシン,わざマシン４０,わざマシン４０,item_289,item_328,003000,0,0,332　つばめがえし：ひこう,0,0,0,ー,0,すばやい　うごきで　ほんろうする。,こうげきは　かならず　あいてに,めいちゅうする。,すばやい　うごきで　ほんろうする。,こうげきは　かならず　あいてに,めいちゅうする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
368,技マシン,わざマシン４１,わざマシン４１,item_289,item_300,001500,0,0,259　いちゃもん：あく,0,0,0,ー,0,いちゃもんを　つけて　おなじわざを,れんぞくで　だせない　ようにする。,,いちゃもんを　つけて　おなじわざを,れんぞくで　だせない　ようにする。,,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
369,技マシン,わざマシン４２,わざマシン４２,item_289,item_293,003000,0,0,263　からげんき：ノーマル,0,0,0,ー,0,どく　まひ　やけど　のじょうたいで,わざを　だすと　２ばいの　いりょくで,こうげき　できる。,どく　まひ　やけど　のじょうたいで,わざを　だすと　２ばいの　いりょくで,こうげき　できる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
370,技マシン,わざマシン４３,わざマシン４３,item_289,item_293,002000,0,0,290　ひみつのちから：ノーマル,0,0,0,ー,0,くさむらや　みずべ　どうくつ　など,たたかう　ばしょによって　あたえる,ついかこうかが　かわる。,くさむらや　みずべ　どうくつ　など,たたかう　ばしょによって　あたえる,ついかこうかが　かわる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
371,技マシン,わざマシン４４,わざマシン４４,item_289,item_292,003000,0,0,156　ねむる：エスパー,0,0,0,ー,0,２ターンの　あいだ　ねむりつづける。,ＨＰと　からだの　いじょうを,すべて　かいふくする。,２ターンの　あいだ　ねむりつづける。,ＨＰと　からだの　いじょうを,すべて　かいふくする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31番道路：太った男にメールを渡すと入手。氷の抜け道で拾う
372,技マシン,わざマシン４５,わざマシン４５,item_289,item_293,003000,0,0,213　メロメロ：ノーマル,0,0,0,ー,0,♂なら♀を　♀なら♂を　ゆうわくして,メロメロにする。　メロメロに　なった,あいては　わざが　だしにくくなる。,♂なら♀を　♀なら♂を　ゆうわくして,メロメロにする。　メロメロに　なった,あいては　わざが　だしにくくなる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,コガネジム：アカネに勝利で入手
373,技マシン,わざマシン４６,わざマシン４６,item_289,item_300,002000,0,0,168　どろぼう：あく,0,0,0,ー,0,こうげきと　どうじに　もちものを,ぬすむ。　じぶんに　もちものが,あると　しっぱいする。,こうげきと　どうじに　もちものを,ぬすむ。　じぶんに　もちものが,あると　しっぱいする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Ｒ団アジトＢ２で拾う
